TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	18/06/04
TIME	12:16:31
SPECTROMETER/DATA SYSTEM	
LOCALE	1031
RESOLUTION	
DELTAX	-0.025
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	  650.0000
LASTX	  500.0000
NPOINTS	    6001
FIRSTY	     1.53992
MAXY	     1.55413
MINY	     1.26864
XYDATA
629.7500	1.52549
629.7250	1.52569
629.7000	1.52768
629.6750	1.52849
629.6500	1.52896
629.6250	1.52675
629.6000	1.52473
629.5750	1.52536
629.5500	1.52684
629.5250	1.52495
629.5000	1.52181
629.4750	1.52636
629.4500	1.52619
629.4250	1.52759
629.4000	1.52539
629.3750	1.52117
629.3500	1.52183
629.3250	1.51972
629.3000	1.52007
629.2750	1.52183
629.2500	1.52197
629.2250	1.52608
629.2000	1.52804
629.1750	1.53067
629.1500	1.53247
629.1250	1.53458
629.1000	1.53419
629.0750	1.53002
629.0500	1.52945
629.0250	1.53003
629.0000	1.52508
628.9750	1.52392
628.9500	1.52011
628.9250	1.51776
628.9000	1.51792
628.8750	1.51827
628.8500	1.51721
628.8250	1.51716
628.8000	1.51584
628.7750	1.51836
628.7500	1.51807
628.7250	1.51615
628.7000	1.51683
628.6750	1.51872
628.6500	1.51606
628.6250	1.51539
628.6000	1.51494
628.5750	1.5165
628.5500	1.517
628.5250	1.5174
628.5000	1.5202
628.4750	1.52324
628.4500	1.52759
628.4250	1.52595
628.4000	1.52285
628.3750	1.52216
628.3500	1.51878
628.3250	1.51828
628.3000	1.51449
628.2750	1.51433
628.2500	1.51594
628.2250	1.51843
628.2000	1.5206
628.1750	1.5208
628.1500	1.51911
628.1250	1.51761
628.1000	1.51737
628.0750	1.51717
628.0500	1.51822
628.0250	1.51732
628.0000	1.51774
627.9750	1.51617
627.9500	1.51666
627.9250	1.51942
627.9000	1.5179
627.8750	1.51565
627.8500	1.51562
627.8250	1.51457
627.8000	1.51521
627.7750	1.5159
627.7500	1.51431
627.7250	1.51483
627.7000	1.51381
627.6750	1.51038
627.6500	1.51173
627.6250	1.51058
627.6000	1.5114
627.5750	1.51197
627.5500	1.51013
627.5250	1.51459
627.5000	1.51623
627.4750	1.51893
627.4500	1.51765
627.4250	1.52129
627.4000	1.52188
627.3750	1.5215
627.3500	1.52092
627.3250	1.52308
627.3000	1.52038
627.2750	1.52246
627.2500	1.52422
627.2250	1.52178
627.2000	1.52115
627.1750	1.5205
627.1500	1.52351
627.1250	1.51932
627.1000	1.5151
627.0750	1.51753
627.0500	1.51902
627.0250	1.51835
627.0000	1.51693
626.9750	1.51668
626.9500	1.51917
626.9250	1.51637
626.9000	1.51725
626.8750	1.52024
626.8500	1.51591
626.8250	1.516
626.8000	1.51694
626.7750	1.51717
626.7500	1.51671
626.7250	1.51305
626.7000	1.51048
626.6750	1.5141
626.6500	1.51292
626.6250	1.51446
626.6000	1.51661
626.5750	1.51656
626.5500	1.51813
626.5250	1.51875
626.5000	1.51574
626.4750	1.51368
626.4500	1.51218
626.4250	1.51299
626.4000	1.51354
626.3750	1.51377
626.3500	1.51233
626.3250	1.51384
626.3000	1.51482
626.2750	1.51358
626.2500	1.51177
626.2250	1.51323
626.2000	1.51473
626.1750	1.5142
626.1500	1.51604
626.1250	1.51322
626.1000	1.51137
626.0750	1.50977
626.0500	1.50724
626.0250	1.50431
626.0000	1.50412
625.9750	1.50459
625.9500	1.50954
625.9250	1.51315
625.9000	1.51335
625.8750	1.51682
625.8500	1.5165
625.8250	1.51799
625.8000	1.51545
625.7750	1.51465
625.7500	1.51586
625.7250	1.51427
625.7000	1.51538
625.6750	1.51628
625.6500	1.51899
625.6250	1.51631
625.6000	1.51331
625.5750	1.51609
625.5500	1.51391
625.5250	1.5132
625.5000	1.508
625.4750	1.50827
625.4500	1.50826
625.4250	1.50614
625.4000	1.50307
625.3750	1.50418
625.3500	1.50093
625.3250	1.50513
625.3000	1.50178
625.2750	1.50489
625.2500	1.50715
625.2250	1.50344
625.2000	1.50585
625.1750	1.50555
625.1500	1.5073
625.1250	1.508
625.1000	1.50673
625.0750	1.50928
625.0500	1.50857
625.0250	1.50934
625.0000	1.50746
624.9750	1.5059
624.9500	1.50563
624.9250	1.50683
624.9000	1.50921
624.8750	1.50848
624.8500	1.50746
624.8250	1.51016
624.8000	1.51129
624.7750	1.51078
624.7500	1.50997
624.7250	1.50733
624.7000	1.51021
624.6750	1.50888
624.6500	1.50764
624.6250	1.50991
624.6000	1.50871
624.5750	1.51087
624.5500	1.50927
624.5250	1.50803
624.5000	1.50864
624.4750	1.50623
624.4500	1.50555
624.4250	1.50443
624.4000	1.50203
624.3750	1.50354
624.3500	1.50311
624.3250	1.50226
624.3000	1.50437
624.2750	1.5054
624.2500	1.50762
624.2250	1.50603
624.2000	1.50512
624.1750	1.50693
624.1500	1.50626
624.1250	1.50417
624.1000	1.50481
624.0750	1.50788
624.0500	1.50441
624.0250	1.50282
624.0000	1.50107
623.9750	1.49862
623.9500	1.49749
623.9250	1.49519
623.9000	1.49734
623.8750	1.50116
623.8500	1.50411
623.8250	1.50448
623.8000	1.50599
623.7750	1.50672
623.7500	1.50834
623.7250	1.50952
623.7000	1.50853
623.6750	1.50743
623.6500	1.5088
623.6250	1.50751
623.6000	1.51002
623.5750	1.50753
623.5500	1.50788
623.5250	1.51027
623.5000	1.50992
623.4750	1.50752
623.4500	1.5087
623.4250	1.50785
623.4000	1.50803
623.3750	1.50436
623.3500	1.50579
623.3250	1.5079
623.3000	1.51165
623.2750	1.51307
623.2500	1.51387
623.2250	1.51422
623.2000	1.50942
623.1750	1.50817
623.1500	1.50666
623.1250	1.50388
623.1000	1.50435
623.0750	1.50362
623.0500	1.50524
623.0250	1.51079
623.0000	1.51199
622.9750	1.51119
622.9500	1.50731
622.9250	1.50708
622.9000	1.50898
622.8750	1.5101
622.8500	1.51103
622.8250	1.51039
622.8000	1.51294
622.7750	1.51764
622.7500	1.51658
622.7250	1.51444
622.7000	1.51358
622.6750	1.51051
622.6500	1.5113
622.6250	1.50655
622.6000	1.50159
622.5750	1.50369
622.5500	1.50355
622.5250	1.50635
622.5000	1.50754
622.4750	1.51057
622.4500	1.51191
622.4250	1.51196
622.4000	1.51249
622.3750	1.51372
622.3500	1.51045
622.3250	1.51225
622.3000	1.51016
622.2750	1.51042
622.2500	1.50785
622.2250	1.50493
622.2000	1.50577
622.1750	1.5071
622.1500	1.50605
622.1250	1.5062
622.1000	1.50857
622.0750	1.50918
622.0500	1.51169
622.0250	1.50903
622.0000	1.50994
621.9750	1.51031
621.9500	1.50989
621.9250	1.51054
621.9000	1.50803
621.8750	1.50953
621.8500	1.50925
621.8250	1.50739
621.8000	1.50504
621.7750	1.50461
621.7500	1.50739
621.7250	1.50835
621.7000	1.50808
621.6750	1.51168
621.6500	1.5125
621.6250	1.51194
621.6000	1.51096
621.5750	1.50876
621.5500	1.5099
621.5250	1.50932
621.5000	1.51066
621.4750	1.51121
621.4500	1.51229
621.4250	1.51424
621.4000	1.51074
621.3750	1.50707
621.3500	1.50255
621.3250	1.50322
621.3000	1.50457
621.2750	1.50549
621.2500	1.50825
621.2250	1.51127
621.2000	1.51413
621.1750	1.51766
621.1500	1.5167
621.1250	1.51748
621.1000	1.52147
621.0750	1.52124
621.0500	1.52094
621.0250	1.51897
621.0000	1.51872
620.9750	1.5172
620.9500	1.51799
620.9250	1.51489
620.9000	1.51354
620.8750	1.51533
620.8500	1.51435
620.8250	1.51584
620.8000	1.5105
620.7750	1.51011
620.7500	1.51188
620.7250	1.50901
620.7000	1.50682
620.6750	1.50799
620.6500	1.50766
620.6250	1.50586
620.6000	1.50871
620.5750	1.50649
620.5500	1.5096
620.5250	1.50743
620.5000	1.50417
620.4750	1.50856
620.4500	1.51025
620.4250	1.51011
620.4000	1.50946
620.3750	1.51226
620.3500	1.51715
620.3250	1.51274
620.3000	1.5109
620.2750	1.50879
620.2500	1.50669
620.2250	1.50641
620.2000	1.50176
620.1750	1.50441
620.1500	1.5042
620.1250	1.50194
620.1000	1.50369
620.0750	1.50286
620.0500	1.50451
620.0250	1.50266
620.0000	1.50699
619.9750	1.50976
619.9500	1.51025
619.9250	1.51071
619.9000	1.5087
619.8750	1.50832
619.8500	1.50867
619.8250	1.50924
619.8000	1.50771
619.7750	1.50995
619.7500	1.50966
619.7250	1.50908
619.7000	1.51081
619.6750	1.50678
619.6500	1.50829
619.6250	1.50677
619.6000	1.50847
619.5750	1.50753
619.5500	1.5077
619.5250	1.51044
619.5000	1.51269
619.4750	1.51523
619.4500	1.51506
619.4250	1.51012
619.4000	1.50649
619.3750	1.50935
619.3500	1.50698
619.3250	1.50383
619.3000	1.50152
619.2750	1.50233
619.2500	1.50464
619.2250	1.50544
619.2000	1.50821
619.1750	1.50624
619.1500	1.5075
619.1250	1.51023
619.1000	1.50996
619.0750	1.51081
619.0500	1.51104
619.0250	1.50984
619.0000	1.51046
618.9750	1.50911
618.9500	1.50785
618.9250	1.50908
618.9000	1.51118
618.8750	1.51083
618.8500	1.50758
618.8250	1.50492
618.8000	1.50638
618.7750	1.5053
618.7500	1.50445
618.7250	1.50477
618.7000	1.5032
618.6750	1.50962
618.6500	1.5112
618.6250	1.51426
618.6000	1.51462
618.5750	1.51613
618.5500	1.51834
618.5250	1.51979
618.5000	1.51375
618.4750	1.51037
618.4500	1.50776
618.4250	1.50621
618.4000	1.5049
618.3750	1.50418
618.3500	1.50462
618.3250	1.50398
618.3000	1.50325
618.2750	1.50346
618.2500	1.50138
618.2250	1.50207
618.2000	1.50187
618.1750	1.5024
618.1500	1.50587
618.1250	1.50563
618.1000	1.5035
618.0750	1.50257
618.0500	1.50267
618.0250	1.50378
618.0000	1.50004
617.9750	1.49926
617.9500	1.49821
617.9250	1.49732
617.9000	1.49712
617.8750	1.49592
617.8500	1.49793
617.8250	1.49986
617.8000	1.49851
617.7750	1.50411
617.7500	1.50309
617.7250	1.50295
617.7000	1.50122
617.6750	1.50238
617.6500	1.50376
617.6250	1.5029
617.6000	1.50435
617.5750	1.50431
617.5500	1.50783
617.5250	1.50602
617.5000	1.50447
617.4750	1.50153
617.4500	1.50219
617.4250	1.50071
617.4000	1.49812
617.3750	1.4973
617.3500	1.49852
617.3250	1.49749
617.3000	1.49658
617.2750	1.49874
