TITLE	
646.9750	1.53069
646.9500	1.53406
646.9250	1.53554
646.9000	1.53721
646.8750	1.53832
646.8500	1.53821
646.8250	1.53835
646.8000	1.53644
646.7750	1.54014
646.7500	1.53805
646.7250	1.53926
646.7000	1.53876
646.6750	1.53704
646.6500	1.53832
646.6250	1.53805
646.6000	1.53375
646.5750	1.53258
646.5500	1.5338
646.5250	1.53283
646.5000	1.53283
646.4750	1.53338
646.4500	1.53313
646.4250	1.53453
646.4000	1.53673
646.3750	1.53571
646.3500	1.53614
646.3250	1.53748
646.3000	1.53758
646.2750	1.5371
646.2500	1.53464
646.2250	1.53138
646.2000	1.53234
646.1750	1.53239
646.1500	1.53108
646.1250	1.5312
646.1000	1.53522
646.0750	1.53901
646.0500	1.53693
646.0250	1.54015
646.0000	1.54337
645.9750	1.54478
645.9500	1.54396
645.9250	1.53967
645.9000	1.53878
645.8750	1.53591
645.8500	1.53317
645.8250	1.53507
645.8000	1.53462
645.7750	1.53442
645.7500	1.53531
645.7250	1.54058
645.7000	1.54008
645.6750	1.53765
645.6500	1.53665
645.6250	1.5408
645.6000	1.54139
645.5750	1.54068
645.5500	1.5396
645.5250	1.53742
645.5000	1.53916
645.4750	1.53889
645.4500	1.53861
645.4250	1.53724
645.4000	1.53874
645.3750	1.53991
645.3500	1.54275
645.3250	1.53873
645.3000	1.53969
645.2750	1.54233
645.2500	1.54042
645.2250	1.53873
645.2000	1.53864
645.1750	1.53794
645.1500	1.53894
645.1250	1.53855
645.1000	1.53751
645.0750	1.53656
645.0500	1.53902
645.0250	1.54104
645.0000	1.54244
644.9750	1.54438
644.9500	1.54118
644.9250	1.54172
644.9000	1.54034
644.8750	1.54319
644.8500	1.5393
644.8250	1.53708
644.8000	1.53724
644.7750	1.53802
644.7500	1.53964
644.7250	1.53733
644.7000	1.53312
644.6750	1.53417
644.6500	1.539
644.6250	1.53798
644.6000	1.53531
644.5750	1.53587
644.5500	1.53974
644.5250	1.53956
644.5000	1.53881
644.4750	1.53783
644.4500	1.53781
644.4250	1.53666
644.4000	1.5357
644.3750	1.53549
644.3500	1.5323
644.3250	1.53554
644.3000	1.53682
644.2750	1.53915
644.2500	1.54086
644.2250	1.54218
644.2000	1.54503
644.1750	1.54467
644.1500	1.54331
644.1250	1.54098
644.1000	1.53888
644.0750	1.53889
644.0500	1.53972
644.0250	1.53742
644.0000	1.54052
643.9750	1.54138
643.9500	1.54122
643.9250	1.54216
643.9000	1.54156
643.8750	1.54204
643.8500	1.54337
643.8250	1.54615
643.8000	1.54312
643.7750	1.54577
643.7500	1.54494
643.7250	1.54309
643.7000	1.5458
643.6750	1.54586
643.6500	1.54408
643.6250	1.54511
643.6000	1.54392
643.5750	1.54594
643.5500	1.54495
643.5250	1.54388
643.5000	1.54049
643.4750	1.54058
643.4500	1.54163
643.4250	1.53926
643.4000	1.53712
643.3750	1.53999
643.3500	1.5401
643.3250	1.53873
643.3000	1.53858
643.2750	1.54023
643.2500	1.54335
643.2250	1.54375
643.2000	1.54587
643.1750	1.54655
643.1500	1.5502
643.1250	1.54938
643.1000	1.54364
643.0750	1.54459
643.0500	1.54469
643.0250	1.54657
643.0000	1.5485
642.9750	1.54853
642.9500	1.55015
642.9250	1.55214
642.9000	1.55265
642.8750	1.5531
642.8500	1.54771
642.8250	1.54388
642.8000	1.54608
642.7750	1.54632
642.7500	1.54467
642.7250	1.54086
642.7000	1.53474
642.6750	1.54105
642.6500	1.54035
642.6250	1.53983
642.6000	1.54101
642.5750	1.54225
642.5500	1.54505
642.5250	1.54626
642.5000	1.5444
642.4750	1.54335
642.4500	1.54577
642.4250	1.54556
642.4000	1.54649
642.3750	1.54738
642.3500	1.54498
642.3250	1.54736
642.3000	1.54511
642.2750	1.54708
642.2500	1.54527
642.2250	1.54312
642.2000	1.54251
642.1750	1.54057
642.1500	1.54293
642.1250	1.54196
642.1000	1.53964
642.0750	1.53874
642.0500	1.54245
642.0250	1.5447
642.0000	1.54174
641.9750	1.54142
641.9500	1.5436
641.9250	1.54427
641.9000	1.54381
641.8750	1.54284
641.8500	1.54316
641.8250	1.54332
641.8000	1.54202
641.7750	1.53605
641.7500	1.53867
641.7250	1.5413
641.7000	1.53899
641.6750	1.53953
641.6500	1.53992
641.6250	1.54423
641.6000	1.54509
641.5750	1.54628
641.5500	1.54581
641.5250	1.54956
641.5000	1.54792
641.4750	1.54955
641.4500	1.54509
641.4250	1.54256
641.4000	1.54116
641.3750	1.53938
641.3500	1.53947
641.3250	1.53803
641.3000	1.54135
641.2750	1.53984
641.2500	1.54064
641.2250	1.54182
641.2000	1.53919
641.1750	1.5366
641.1500	1.53654
641.1250	1.53637
641.1000	1.53628
641.0750	1.53623
641.0500	1.53382
641.0250	1.53432
641.0000	1.53596
640.9750	1.5322
640.9500	1.53486
640.9250	1.53559
640.9000	1.53703
640.8750	1.54253
640.8500	1.54427
640.8250	1.54443
640.8000	1.54445
640.7750	1.54111
640.7500	1.53983
640.7250	1.53983
640.7000	1.53554
640.6750	1.53531
640.6500	1.53608
640.6250	1.53634
640.6000	1.53754
640.5750	1.53429
640.5500	1.53515
640.5250	1.53826
640.5000	1.53718
640.4750	1.53496
640.4500	1.53783
640.4250	1.5413
640.4000	1.54044
640.3750	1.53879
640.3500	1.54132
640.3250	1.53891
640.3000	1.54207
640.2750	1.53794
640.2500	1.53651
640.2250	1.5368
640.2000	1.53637
640.1750	1.53895
640.1500	1.53788
640.1250	1.53837
640.1000	1.53937
640.0750	1.53825
640.0500	1.53495
640.0250	1.53205
640.0000	1.53502
639.9750	1.53667
639.9500	1.53948
639.9250	1.5402
639.9000	1.54495
639.8750	1.54502
639.8500	1.54566
639.8250	1.54157
639.8000	1.53614
639.7750	1.53664
639.7500	1.53414
639.7250	1.53314
639.7000	1.5332
639.6750	1.53165
639.6500	1.53461
639.6250	1.53171
639.6000	1.53078
639.5750	1.53106
639.5500	1.5301
639.5250	1.5323
639.5000	1.53567
639.4750	1.53677
639.4500	1.53493
639.4250	1.53367
639.4000	1.53373
639.3750	1.53194
639.3500	1.52991
639.3250	1.52653
639.3000	1.52959
639.2750	1.52889
639.2500	1.53063
639.2250	1.53395
639.2000	1.53476
639.1750	1.53632
639.1500	1.53397
639.1250	1.53266
639.1000	1.53371
639.0750	1.53005
639.0500	1.53118
639.0250	1.53304
639.0000	1.53283
638.9750	1.53402
638.9500	1.53342
638.9250	1.53578
638.9000	1.53606
638.8750	1.53583
638.8500	1.53693
638.8250	1.53918
638.8000	1.53957
638.7750	1.53991
638.7500	1.53715
638.7250	1.54034
638.7000	1.54035
638.6750	1.53702
638.6500	1.53528
638.6250	1.53271
638.6000	1.53295
638.5750	1.52939
638.5500	1.52876
638.5250	1.52878
638.5000	1.53102
638.4750	1.52912
638.4500	1.52757
638.4250	1.52778
638.4000	1.52753
638.3750	1.52686
638.3500	1.52712
638.3250	1.52703
638.3000	1.53169
638.2750	1.53073
638.2500	1.52967
638.2250	1.53137
638.2000	1.53203
638.1750	1.52916
638.1500	1.52959
638.1250	1.52743
638.1000	1.52831
638.0750	1.52848
638.0500	1.5298
638.0250	1.52891
638.0000	1.53249
637.9750	1.53343
637.9500	1.53756
637.9250	1.5376
637.9000	1.53618
637.8750	1.53344
637.8500	1.53128
637.8250	1.52898
637.8000	1.52475
637.7750	1.52555
637.7500	1.52704
637.7250	1.52467
637.7000	1.52559
637.6750	1.52287
637.6500	1.52207
637.6250	1.52229
637.6000	1.52269
637.5750	1.52264
637.5500	1.52361
637.5250	1.52367
637.5000	1.52477
637.4750	1.52396
637.4500	1.52065
637.4250	1.51866
637.4000	1.51675
637.3750	1.51503
637.3500	1.5162
637.3250	1.51669
637.3000	1.51685
637.2750	1.51801
637.2500	1.51893
637.2250	1.51978
637.2000	1.52204
637.1750	1.52592
637.1500	1.52802
637.1250	1.52937
637.1000	1.5292
637.0750	1.53007
637.0500	1.5296
637.0250	1.52805
637.0000	1.52663
636.9750	1.52742
636.9500	1.52458
636.9250	1.52323
636.9000	1.52329
636.8750	1.52369
636.8500	1.52279
636.8250	1.52491
636.8000	1.52654
636.7750	1.52835
636.7500	1.52836
636.7250	1.52747
636.7000	1.52709
636.6750	1.52646
636.6500	1.52414
636.6250	1.5264
636.6000	1.52582
636.5750	1.52519
636.5500	1.52944
636.5250	1.52642
636.5000	1.52534
636.4750	1.52338
636.4500	1.51769
636.4250	1.5143
636.4000	1.5146
636.3750	1.51636
636.3500	1.51921
636.3250	1.51965
636.3000	1.52044
636.2750	1.52181
636.2500	1.52229
636.2250	1.52249
636.2000	1.51911
636.1750	1.51918
636.1500	1.5223
636.1250	1.52359
636.1000	1.52366
636.0750	1.52192
636.0500	1.52249
636.0250	1.52424
636.0000	1.52189
635.9750	1.51912
635.9500	1.51798
635.9250	1.52047
635.9000	1.5205
635.8750	1.51902
635.8500	1.51369
635.8250	1.51534
635.8000	1.51319
635.7750	1.51485
635.7500	1.51562
635.7250	1.51378
635.7000	1.52062
635.6750	1.52532
635.6500	1.52928
635.6250	1.52743
635.6000	1.52947
635.5750	1.5327
635.5500	1.52959
635.5250	1.52925
635.5000	1.52515
635.4750	1.52781
635.4500	1.52465
635.4250	1.52311
635.4000	1.52189
635.3750	1.52358
635.3500	1.52502
635.3250	1.52481
635.3000	1.52272
635.2750	1.52472
635.2500	1.5252
635.2250	1.52282
635.2000	1.52039
635.1750	1.51935
635.1500	1.51965
635.1250	1.52018
635.1000	1.51958
635.0750	1.51909
635.0500	1.52067
635.0250	1.51989
635.0000	1.52032
634.9750	1.52121
634.9500	1.52186
634.9250	1.52412
634.9000	1.52435
634.8750	1.52283
634.8500	1.52487
634.8250	1.52431
634.8000	1.5227
634.7750	1.52243
634.7500	1.52247
634.7250	1.52362
634.7000	1.52222
634.6750	1.52409
634.6500	1.52449
634.6250	1.52615
634.6000	1.52592
634.5750	1.52746
634.5500	1.52704
634.5250	1.52769
634.5000	1.52802
634.4750	1.52698
634.4500	1.52289
634.4250	1.52208
634.4000	1.52402
634.3750	1.52364
634.3500	1.52184
634.3250	1.52231
634.3000	1.51845
634.2750	1.51995
634.2500	1.51693
634.2250	1.51597
634.2000	1.5155
634.1750	1.51689
634.1500	1.5225
634.1250	1.52505
634.1000	1.52872
634.0750	1.52764
634.0500	1.52793
634.0250	1.52871
634.0000	1.52504
633.9750	1.5268
633.9500	1.52667
633.9250	1.52591
633.9000	1.52708
633.8750	1.52702
633.8500	1.52743
633.8250	1.52414
633.8000	1.51878
633.7750	1.51658
633.7500	1.51875
633.7250	1.51902
633.7000	1.51702
633.6750	1.5158
633.6500	1.51791
633.6250	1.52144
633.6000	1.52033
633.5750	1.51949
633.5500	1.5208
633.5250	1.52099
633.5000	1.52135
633.4750	1.52091
633.4500	1.52086
633.4250	1.51754
633.4000	1.51644
633.3750	1.51752
633.3500	1.51722
633.3250	1.51467
633.3000	1.51565
633.2750	1.5161
633.2500	1.51577
633.2250	1.51679
633.2000	1.52054
633.1750	1.52255
633.1500	1.5212
633.1250	1.52129
633.1000	1.52297
633.0750	1.52131
633.0500	1.52055
633.0250	1.52022
633.0000	1.51887
632.9750	1.52178
632.9500	1.52242
632.9250	1.52393
632.9000	1.52385
632.8750	1.52396
632.8500	1.52863
632.8250	1.5281
632.8000	1.52511
632.7750	1.52628
632.7500	1.52664
632.7250	1.5286
632.7000	1.52506
632.6750	1.52325
632.6500	1.52174
632.6250	1.52442
632.6000	1.52441
632.5750	1.52436
632.5500	1.52198
632.5250	1.52503
632.5000	1.52473
632.4750	1.52325
632.4500	1.5244
632.4250	1.52244
632.4000	1.52324
632.3750	1.52012
632.3500	1.52399
632.3250	1.52273
632.3000	1.52145
632.2750	1.52562
632.2500	1.52569
632.2250	1.52543
632.2000	1.52567
632.1750	1.52518
632.1500	1.52615
632.1250	1.5237
632.1000	1.52436
632.0750	1.52688
632.0500	1.52563
632.0250	1.52558
632.0000	1.527
631.9750	1.52625
631.9500	1.52598
631.9250	1.52473
631.9000	1.52524
631.8750	1.52585
631.8500	1.52434
631.8250	1.52209
631.8000	1.52518
631.7750	1.52221
631.7500	1.52096
631.7250	1.52248
631.7000	1.52373
631.6750	1.52677
631.6500	1.5271
631.6250	1.52668
631.6000	1.5259
631.5750	1.52587
631.5500	1.52488
631.5250	1.51905
631.5000	1.51842
631.4750	1.51772
631.4500	1.5182
631.4250	1.52183
631.4000	1.52158
631.3750	1.52399
631.3500	1.52407
631.3250	1.52458
631.3000	1.52136
631.2750	1.5234
631.2500	1.52173
631.2250	1.51887
631.2000	1.51934
631.1750	1.51757
631.1500	1.51813
631.1250	1.51979
631.1000	1.51718
631.0750	1.51845
631.0500	1.52145
631.0250	1.52456
631.0000	1.52576
630.9750	1.52595
630.9500	1.5274
630.9250	1.52856
630.9000	1.5247
630.8750	1.52365
630.8500	1.52309
630.8250	1.52069
630.8000	1.52219
630.7750	1.52249
630.7500	1.52438
630.7250	1.52346
630.7000	1.52293
630.6750	1.52729
630.6500	1.52859
630.6250	1.52936
630.6000	1.53099
630.5750	1.52733
630.5500	1.52967
630.5250	1.52666
630.5000	1.52339
630.4750	1.52423
630.4500	1.52458
630.4250	1.52708
630.4000	1.52725
630.3750	1.52843
630.3500	1.52928
630.3250	1.52606
630.3000	1.52318
630.2750	1.52328
630.2500	1.524
630.2250	1.52275
630.2000	1.52268
630.1750	1.5226
630.1500	1.52364
630.1250	1.52461
630.1000	1.52393
630.0750	1.52438
630.0500	1.52762
630.0250	1.52789
630.0000	1.52653
629.9750	1.52864
629.9500	1.52811
629.9250	1.52663
629.9000	1.52801
629.8750	1.52589
629.8500	1.52528
629.8250	1.52324
629.8000	1.52131
629.7750	1.52314
629.7500	1.5248
629.7250	1.52238
629.7000	1.51998
629.6750	1.52223
629.6500	1.52115
629.6250	1.52248
629.6000	1.5181
629.5750	1.5188
629.5500	1.52012
629.5250	1.52095
629.5000	1.51942
629.4750	1.51887
629.4500	1.51626
629.4250	1.51697
629.4000	1.51818
629.3750	1.51845
629.3500	1.51847
629.3250	1.51914
629.3000	1.52068
629.2750	1.51892
629.2500	1.51676
629.2250	1.52043
629.2000	1.51854
629.1750	1.51722
629.1500	1.51713
629.1250	1.51739
629.1000	1.51772
629.0750	1.51672
629.0500	1.5137
629.0250	1.51622
629.0000	1.51826
628.9750	1.51703
628.9500	1.51818
628.9250	1.5164
628.9000	1.51749
628.8750	1.51761
628.8500	1.51397
628.8250	1.51351
628.8000	1.5134
628.7750	1.51636
628.7500	1.51569
628.7250	1.51698
628.7000	1.51686
628.6750	1.51629
628.6500	1.517
628.6250	1.51542
628.6000	1.51639
628.5750	1.51585
628.5500	1.51941
628.5250	1.52013
628.5000	1.52023
628.4750	1.51967
628.4500	1.52105
628.4250	1.5207
628.4000	1.52071
628.3750	1.51855
628.3500	1.52005
628.3250	1.52045
628.3000	1.52204
628.2750	1.51735
628.2500	1.51985
628.2250	1.5204
628.2000	1.51518
628.1750	1.51779
628.1500	1.51614
628.1250	1.51685
628.1000	1.51755
628.0750	1.51878
628.0500	1.52031
628.0250	1.52047
628.0000	1.51897
627.9750	1.51698
627.9500	1.51664
627.9250	1.51326
627.9000	1.51452
627.8750	1.51544
627.8500	1.5181
627.8250	1.51903
627.8000	1.52244
627.7750	1.52452
627.7500	1.52472
627.7250	1.52228
627.7000	1.51952
627.6750	1.52022
627.6500	1.5175
627.6250	1.51713
627.6000	1.51587
627.5750	1.51864
627.5500	1.51927
627.5250	1.5186
627.5000	1.51842
627.4750	1.51758
627.4500	1.51709
627.4250	1.51618
627.4000	1.51417
627.3750	1.51061
627.3500	1.51094
627.3250	1.51085
627.3000	1.51142
627.2750	1.51359
627.2500	1.50947
627.2250	1.51164
627.2000	1.5118
627.1750	1.51006
627.1500	1.51082
627.1250	1.50857
627.1000	1.51007
627.0750	1.51182
627.0500	1.51038
627.0250	1.51117
627.0000	1.5132
626.9750	1.51501
626.9500	1.51329
626.9250	1.51638
626.9000	1.51432
626.8750	1.5159
626.8500	1.51717
626.8250	1.5102
626.8000	1.51293
626.7750	1.51193
626.7500	1.51111
626.7250	1.5116
626.7000	1.5143
626.6750	1.51641
626.6500	1.5133
626.6250	1.51601
626.6000	1.51506
626.5750	1.51759
626.5500	1.51467
626.5250	1.51443
626.5000	1.51277
626.4750	1.51373
626.4500	1.51611
626.4250	1.51624
626.4000	1.51331
626.3750	1.51473
626.3500	1.51314
626.3250	1.51256
626.3000	1.51304
626.2750	1.51474
626.2500	1.50953
626.2250	1.50896
626.2000	1.50759
626.1750	1.51031
626.1500	1.50756
626.1250	1.50622
626.1000	1.50153
626.0750	1.5025
626.0500	1.50405
626.0250	1.50224
626.0000	1.50192
625.9750	1.50155
625.9500	1.50599
625.9250	1.50803
625.9000	1.5057
625.8750	1.51062
625.8500	1.51054
625.8250	1.51407
625.8000	1.51158
625.7750	1.51124
625.7500	1.51103
625.7250	1.50521
625.7000	1.50382
625.6750	1.50346
625.6500	1.50406
625.6250	1.50404
625.6000	1.50666
625.5750	1.50664
625.5500	1.5069
625.5250	1.5073
625.5000	1.50809
625.4750	1.50874
625.4500	1.50882
625.4250	1.50837
625.4000	1.50821
625.3750	1.50687
625.3500	1.50462
625.3250	1.50664
625.3000	1.50387
625.2750	1.50733
625.2500	1.50842
625.2250	1.50613
625.2000	1.50878
625.1750	1.50706
625.1500	1.50873
625.1250	1.50785
625.1000	1.50726
625.0750	1.5105
625.0500	1.50988
625.0250	1.50824
625.0000	1.50696
624.9750	1.50394
624.9500	1.50231
624.9250	1.50004
624.9000	1.50155
624.8750	1.50099
624.8500	1.50189
624.8250	1.49928
624.8000	1.49853
624.7750	1.50048
624.7500	1.49981
624.7250	1.5007
624.7000	1.50234
624.6750	1.50315
624.6500	1.50589
624.6250	1.50671
624.6000	1.50829
624.5750	1.50907
624.5500	1.51183
624.5250	1.51324
624.5000	1.51277
624.4750	1.51398
624.4500	1.51352
624.4250	1.51231
624.4000	1.5073
624.3750	1.50487
624.3500	1.50372
624.3250	1.50218
624.3000	1.50046
624.2750	1.50012
624.2500	1.50218
624.2250	1.50455
624.2000	1.50376
624.1750	1.50369
624.1500	1.5061
624.1250	1.50824
624.1000	1.50945
624.0750	1.50839
624.0500	1.50773
624.0250	1.50854
624.0000	1.50934
623.9750	1.50546
623.9500	1.50521
623.9250	1.50271
623.9000	1.50337
623.8750	1.50434
623.8500	1.50296
623.8250	1.50437
623.8000	1.50624
623.7750	1.50575
623.7500	1.50374
623.7250	1.5034
623.7000	1.5058
623.6750	1.51142
623.6500	1.5108
623.6250	1.50737
623.6000	1.51175
623.5750	1.51199
623.5500	1.51233
623.5250	1.5094
623.5000	1.50575
623.4750	1.50747
623.4500	1.51042
623.4250	1.51194
623.4000	1.51107
623.3750	1.51018
623.3500	1.51315
623.3250	1.51037
623.3000	1.50809
623.2750	1.50784
623.2500	1.50743
623.2250	1.50477
623.2000	1.5028
623.1750	1.49925
623.1500	1.5015
623.1250	1.50557
623.1000	1.5051
623.0750	1.50868
623.0500	1.51188
623.0250	1.51565
623.0000	1.51412
622.9750	1.51247
622.9500	1.5127
622.9250	1.51123
622.9000	1.51119
622.8750	1.50911
622.8500	1.50836
622.8250	1.51231
622.8000	1.51166
622.7750	1.50761
622.7500	1.50998
622.7250	1.50801
622.7000	1.50831
622.6750	1.50565
622.6500	1.50237
622.6250	1.50507
622.6000	1.50392
622.5750	1.50548
622.5500	1.50713
622.5250	1.51003
622.5000	1.51295
622.4750	1.51345
622.4500	1.5143
622.4250	1.51811
622.4000	1.51494
622.3750	1.51471
622.3500	1.51199
622.3250	1.51206
622.3000	1.51093
622.2750	1.50835
622.2500	1.5093
622.2250	1.50708
622.2000	1.50556
622.1750	1.50541
622.1500	1.50413
622.1250	1.50498
622.1000	1.50563
622.0750	1.50415
622.0500	1.50514
622.0250	1.5098
622.0000	1.50993
621.9750	1.50771
621.9500	1.50538
621.9250	1.51059
621.9000	1.51318
621.8750	1.51214
621.8500	1.51203
621.8250	1.51188
621.8000	1.51197
621.7750	1.50937
621.7500	1.50614
621.7250	1.50412
621.7000	1.50373
621.6750	1.50479
621.6500	1.50806
621.6250	1.50888
621.6000	1.50813
621.5750	1.51175
621.5500	1.51194
621.5250	1.51128
621.5000	1.50847
621.4750	1.50819
621.4500	1.50827
621.4250	1.51235
621.4000	1.51176
621.3750	1.51256
621.3500	1.51501
621.3250	1.51349
621.3000	1.51011
621.2750	1.50543
621.2500	1.50324
621.2250	1.50364
621.2000	1.50759
621.1750	1.50331
621.1500	1.50614
621.1250	1.5074
621.1000	1.50824
621.0750	1.50693
621.0500	1.49981
621.0250	1.50269
621.0000	1.50513
620.9750	1.50261
620.9500	1.50529
620.9250	1.50857
620.9000	1.5124
620.8750	1.5129
620.8500	1.50979
620.8250	1.51116
620.8000	1.50833
620.7750	1.50594
620.7500	1.50339
620.7250	1.50185
620.7000	1.50418
620.6750	1.50638
620.6500	1.50616
620.6250	1.50583
620.6000	1.50544
620.5750	1.50678
620.5500	1.50891
620.5250	1.50636
620.5000	1.50497
620.4750	1.50417
620.4500	1.50656
620.4250	1.50809
620.4000	1.50627
620.3750	1.50749
620.3500	1.50712
620.3250	1.51039
620.3000	1.51025
620.2750	1.50707
620.2500	1.50538
620.2250	1.50428
620.2000	1.50406
620.1750	1.50315
620.1500	1.50031
620.1250	1.49934
620.1000	1.50213
620.0750	1.50379
620.0500	1.50099
620.0250	1.50294
620.0000	1.50821
619.9750	1.50589
619.9500	1.5064
619.9250	1.50612
619.9000	1.50342
619.8750	1.50172
619.8500	1.50233
619.8250	1.50538
619.8000	1.50405
619.7750	1.50355
619.7500	1.5045
619.7250	1.50712
619.7000	1.50654
619.6750	1.50432
619.6500	1.50354
619.6250	1.50755
619.6000	1.50558
619.5750	1.50709
619.5500	1.5064
619.5250	1.50493
619.5000	1.50266
619.4750	1.50462
619.4500	1.50222
619.4250	1.50323
619.4000	1.50092
619.3750	1.50088
619.3500	1.50447
619.3250	1.50671
619.3000	1.50488
619.2750	1.50384
619.2500	1.5051
619.2250	1.50824
619.2000	1.50546
619.1750	1.50318
619.1500	1.50531
619.1250	1.5028
619.1000	1.50391
619.0750	1.50561
619.0500	1.50588
619.0250	1.50387
619.0000	1.50596
618.9750	1.50538
618.9500	1.50726
618.9250	1.50461
618.9000	1.5082
618.8750	1.50814
618.8500	1.50925
618.8250	1.50498
618.8000	1.50658
618.7750	1.50678
618.7500	1.50565
618.7250	1.50413
618.7000	1.5032
618.6750	1.50589
618.6500	1.50427
618.6250	1.50566
618.6000	1.50764
618.5750	1.50628
618.5500	1.50878
618.5250	1.50806
618.5000	1.50794
618.4750	1.5086
618.4500	1.5064
618.4250	1.50511
618.4000	1.50391
618.3750	1.50387
618.3500	1.50408
618.3250	1.50218
618.3000	1.50344
618.2750	1.50078
618.2500	1.5017
618.2250	1.50002
618.2000	1.50012
618.1750	1.50105
618.1500	1.49969
618.1250	1.50254
618.1000	1.50688
618.0750	1.50592
618.0500	1.50435
618.0250	1.50701
618.0000	1.51131
617.9750	1.51089
617.9500	1.50782
617.9250	1.50605
617.9000	1.50481
617.8750	1.50682
617.8500	1.50247
617.8250	1.49934
617.8000	1.49886
617.7750	1.50024
617.7500	1.50254
617.7250	1.50133
617.7000	1.50288
617.6750	1.50662
617.6500	1.50403
617.6250	1.50506
617.6000	1.50432
617.5750	1.50366
617.5500	1.50577
617.5250	1.50334
617.5000	1.50326
617.4750	1.50553
617.4500	1.50661
617.4250	1.50705
617.4000	1.50249
617.3750	1.49883
617.3500	1.4989
617.3250	1.4976
617.3000	1.49646
617.2750	1.49473
617.2500	1.49792
617.2250	1.49797
617.2000	1.50109
617.1750	1.50151
617.1500	1.50129
617.1250	1.49918
617.1000	1.50155
617.0750	1.50096
617.0500	1.50091
617.0250	1.49819
617.0000	1.4974
616.9750	1.49689
616.9500	1.49629
616.9250	1.49324
616.9000	1.49197
616.8750	1.49409
616.8500	1.49282
616.8250	1.49213
616.8000	1.49447
616.7750	1.49619
616.7500	1.50029
616.7250	1.49766
616.7000	1.4959
616.6750	1.49802
616.6500	1.49481
616.6250	1.49542
616.6000	1.4938
616.5750	1.49474
616.5500	1.49709
616.5250	1.49372
616.5000	1.49285
616.4750	1.49298
616.4500	1.48988
616.4250	1.487
616.4000	1.48585
616.3750	1.48825
616.3500	1.4917
616.3250	1.49216
616.3000	1.49147
616.2750	1.4921
616.2500	1.49109
616.2250	1.49278
616.2000	1.4918
616.1750	1.4914
616.1500	1.49398
616.1250	1.49591
616.1000	1.49785
616.0750	1.49463
616.0500	1.49624
616.0250	1.49742
616.0000	1.49718
615.9750	1.49712
615.9500	1.49529
615.9250	1.4957
615.9000	1.49763
615.8750	1.49489
615.8500	1.49139
615.8250	1.48931
615.8000	1.48816
615.7750	1.48892
615.7500	1.49045
615.7250	1.48985
615.7000	1.48993
615.6750	1.48835
615.6500	1.48713
615.6250	1.48681
615.6000	1.48652
